CVE_AGEB,NOM_MUN,VIVPAR_DES,VIVTOT,TVIVPAR,VIVPAR_HAB,VPH_PISOTI,VPH_NODREN,VPH_S_ELEC,VPH_SNBIEN,VPH_1CUART,VPH_LETR,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques
2602900013173,Guaymas,32.0,216,215.0,180.0,0.0,0.0,0.0,,0.0,0.0,1.06,112.0,76.0,52.0,165.0,9.26,0,0,0,0,0,0
2602900013188,Guaymas,131.0,669,656.0,477.0,0.0,0.0,,,0.0,0.0,0.98,270.0,305.0,236.0,471.0,11.31,0,0,0,0,0,0
2602900013192,Guaymas,6.0,26,26.0,16.0,3.0,0.0,0.0,0.0,5.0,,1.24,4.0,10.0,4.0,14.0,8.58,0,0,0,0,0,0
2602900013205,Guaymas,155.0,274,258.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,31.0,55.0,37.0,107.0,10.15,0,0,0,0,0,0
260290001321A,Guaymas,24.0,57,56.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,9.0,13.0,11.0,29.0,9.46,0,0,0,0,0,0
2602900013224,Guaymas,0.0,21,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,14.0,18.0,14.0,18.0,15.56,0,0,0,0,0,0
2602900013239,Guaymas,67.0,433,430.0,345.0,0.0,0.0,,3.0,0.0,,1.07,203.0,129.0,109.0,322.0,9.56,0,0,0,0,0,0
2602900013243,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2602900013258,Guaymas,,3,,,,,,,,,,,,,,,0,0,0,0,0,0
2602900013262,Guaymas,12.0,39,38.0,21.0,10.0,0.0,,,10.0,,1.4,,7.0,,14.0,7.88,0,0,0,0,0,0
2602900013277,Guaymas,14.0,37,37.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,19.0,21.0,15.0,22.0,16.92,0,0,0,0,0,0
2602900013281,Guaymas,34.0,62,62.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,9.0,15.0,10.0,28.0,10.24,0,0,0,0,0,0
2602900013296,Guaymas,0.0,4,4.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.8,,,,4.0,9.0,0,0,0,0,0,0
2602900013309,Guaymas,34.0,310,295.0,251.0,0.0,0.0,,,0.0,0.0,1.03,164.0,134.0,114.0,249.0,10.66,0,0,0,0,0,0
2602900013313,Guaymas,39.0,163,163.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,69.0,42.0,37.0,112.0,9.37,0,0,0,0,0,0
2602900013328,Guaymas,8.0,82,82.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,38.0,32.0,23.0,71.0,10.89,0,0,0,0,0,0
2602900013332,Guaymas,5.0,24,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,12.0,9.0,7.0,14.0,10.31,0,0,0,0,0,0
2602900013347,Guaymas,79.0,622,591.0,480.0,0.0,0.0,0.0,0.0,,0.0,0.8,487.0,480.0,439.0,510.0,13.93,0,0,0,0,0,0
2602900013351,Guaymas,15.0,202,199.0,180.0,0.0,0.0,0.0,0.0,,0.0,1.17,107.0,92.0,74.0,180.0,10.47,0,0,0,0,0,0
2602900013366,Guaymas,14.0,104,103.0,86.0,0.0,0.0,0.0,0.0,,0.0,1.1,48.0,40.0,28.0,84.0,10.3,0,0,0,0,0,0
2602900013370,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2602900013385,Guaymas,73.0,350,350.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,196.0,184.0,268.0,12.46,0,0,0,0,0,0
260290001339A,Guaymas,,52,50.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,28.0,25.0,21.0,47.0,10.83,0,0,0,0,0,0
2602900013402,Guaymas,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2602900013417,Guaymas,4.0,23,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,19.0,19.0,19.0,19.0,15.5,0,0,0,0,0,0
2602900013421,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2602900013436,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2602900013440,Guaymas,16.0,172,171.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,75.0,106.0,82.0,144.0,11.93,0,0,0,0,0,0
2602900013455,Guaymas,18.0,182,179.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,118.0,88.0,82.0,151.0,11.48,0,0,0,0,0,0
260290001346A,Guaymas,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2602900013474,Guaymas,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2602900013489,Guaymas,,6,6.0,3.0,0.0,0.0,,,,0.0,1.75,0.0,0.0,0.0,,4.6,0,0,0,0,0,0
2602900013493,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2602900013578,Guaymas,,103,101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,64.0,61.0,43.0,100.0,11.39,0,0,0,0,0,0
2602900013582,Guaymas,31.0,411,383.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,111.0,166.0,117.0,344.0,10.21,0,0,0,0,0,0
2602900013597,Guaymas,37.0,292,276.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,71.0,130.0,101.0,246.0,10.54,0,0,0,0,0,0
260290001360A,Guaymas,0.0,15,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,10.0,10.0,10.0,10.0,15.15,0,0,0,0,0,0
2602900253614,Guaymas,27.0,379,379.0,103.0,3.0,0.0,0.0,0.0,,0.0,0.83,71.0,87.0,74.0,100.0,10.63,0,0,0,0,0,0
2602900253629,Guaymas,53.0,358,357.0,147.0,,0.0,0.0,0.0,4.0,0.0,0.64,115.0,127.0,106.0,138.0,10.82,0,0,0,0,0,0
2602900253633,Guaymas,7.0,286,286.0,87.0,3.0,0.0,0.0,0.0,3.0,0.0,0.83,63.0,80.0,60.0,84.0,11.86,0,1,2,0,0,0
2602900253648,Guaymas,99.0,373,373.0,72.0,,0.0,0.0,0.0,0.0,0.0,0.58,66.0,70.0,58.0,72.0,14.32,0,0,1,0,0,0
2602900253652,Guaymas,43.0,574,574.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,94.0,93.0,87.0,94.0,13.99,3,2,5,0,0,0
2602900253667,Guaymas,35.0,287,287.0,123.0,0.0,,0.0,0.0,4.0,0.0,0.58,106.0,112.0,90.0,119.0,12.77,0,0,1,0,0,0
2602900253671,Guaymas,5.0,49,49.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,0.97,11.0,16.0,9.0,19.0,9.28,0,1,0,0,0,0
2602900253686,Guaymas,18.0,268,268.0,38.0,,0.0,,0.0,3.0,0.0,0.52,31.0,31.0,29.0,35.0,14.17,0,1,0,0,0,0
2602900253690,Guaymas,28.0,199,198.0,54.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,50.0,52.0,49.0,54.0,14.54,0,0,0,0,0,0
2602900253703,Guaymas,106.0,432,431.0,104.0,0.0,0.0,0.0,0.0,3.0,0.0,0.42,101.0,100.0,96.0,105.0,14.19,1,4,2,0,0,0
2602900253718,Guaymas,48.0,460,460.0,146.0,,0.0,0.0,0.0,,0.0,0.49,134.0,135.0,126.0,142.0,13.73,1,1,2,0,0,0
2602900253722,Guaymas,33.0,201,201.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,8.0,9.0,6.0,10.0,14.22,0,0,5,0,0,0
2602902021410,Guaymas,20.0,433,428.0,389.0,149.0,200.0,8.0,18.0,77.0,352.0,1.85,180.0,73.0,21.0,231.0,7.9,0,0,0,0,0,0
2602902021425,Guaymas,8.0,353,353.0,326.0,119.0,257.0,3.0,12.0,76.0,278.0,1.73,175.0,59.0,22.0,179.0,8.16,0,1,0,0,0,0
260290202143A,Guaymas,,247,247.0,232.0,67.0,203.0,,6.0,57.0,200.0,1.78,123.0,44.0,14.0,150.0,8.72,0,3,0,0,0,0
2602902022207,Guaymas,6.0,302,301.0,283.0,115.0,272.0,6.0,16.0,51.0,259.0,1.73,125.0,33.0,13.0,142.0,7.64,0,0,0,0,0,0
2602902022211,Guaymas,6.0,235,235.0,223.0,97.0,213.0,10.0,22.0,83.0,192.0,2.18,115.0,18.0,8.0,95.0,7.46,0,0,0,0,0,0
2602902022527,Guaymas,,16,16.0,15.0,4.0,15.0,0.0,,6.0,14.0,2.04,6.0,0.0,,7.0,8.35,0,0,0,0,0,0
2602902022531,Guaymas,0.0,7,7.0,7.0,,7.0,0.0,0.0,3.0,7.0,2.45,5.0,0.0,0.0,5.0,7.21,0,0,0,0,0,0
2602902022601,Guaymas,0.0,23,23.0,21.0,14.0,21.0,0.0,,7.0,8.0,2.36,0.0,0.0,0.0,7.0,6.51,0,0,0,0,0,0
2602902022885,Guaymas,,25,25.0,23.0,13.0,19.0,0.0,0.0,8.0,15.0,2.09,16.0,0.0,,11.0,7.51,0,0,0,0,0,0
2602902023510,Guaymas,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2602902023525,Guaymas,0.0,5,5.0,5.0,3.0,5.0,,0.0,,4.0,2.78,4.0,0.0,0.0,,8.74,0,0,0,0,0,0
260290202353A,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2602902023544,Guaymas,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2602902023559,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2602903251374,Guaymas,88.0,1006,995.0,882.0,239.0,278.0,17.0,22.0,213.0,501.0,1.39,170.0,278.0,140.0,617.0,8.61,2,3,0,0,0,0
2602903251389,Guaymas,49.0,305,302.0,247.0,20.0,38.0,4.0,,15.0,33.0,0.91,95.0,105.0,84.0,225.0,10.51,0,3,0,0,0,0
2602903252226,Guaymas,103.0,783,766.0,651.0,93.0,287.0,23.0,14.0,120.0,301.0,1.2,173.0,280.0,104.0,531.0,9.25,2,2,0,0,0,0
2602903252230,Guaymas,90.0,849,826.0,725.0,165.0,393.0,8.0,34.0,184.0,408.0,1.36,159.0,243.0,112.0,531.0,8.87,0,3,0,0,0,0
2602903252512,Guaymas,0.0,11,11.0,11.0,6.0,11.0,,,,10.0,1.45,8.0,3.0,,5.0,9.46,0,0,0,0,0,0
2602903253563,Guaymas,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010023,Hermosillo,,80,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0
2603000010076,Hermosillo,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000010080,Hermosillo,60.0,260,258.0,195.0,0.0,,4.0,3.0,0.0,0.0,1.13,58.0,64.0,53.0,180.0,9.24,0,0,0,0,0,0
2603000010095,Hermosillo,35.0,430,410.0,362.0,,0.0,,3.0,,0.0,1.07,221.0,229.0,137.0,371.0,10.2,0,1,0,0,0,0
2603000010108,Hermosillo,8.0,84,83.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,49.0,39.0,74.0,11.65,0,0,0,0,0,0
2603000010112,Hermosillo,63.0,416,408.0,337.0,,0.0,0.0,0.0,0.0,0.0,0.73,313.0,335.0,295.0,344.0,14.69,0,0,0,0,0,0
2603000010131,Hermosillo,31.0,341,328.0,289.0,0.0,0.0,0.0,0.0,4.0,0.0,0.61,296.0,299.0,281.0,302.0,15.12,0,0,0,0,0,0
2603000010146,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010150,Hermosillo,,2,,,,,,,,,,,,,,,0,1,0,0,0,0
260300001017A,Hermosillo,,16,13.0,11.0,3.0,0.0,0.0,0.0,4.0,3.0,1.67,,5.0,,12.0,8.14,0,0,0,0,0,0
2603000010199,Hermosillo,53.0,86,82.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,30.0,19.0,7.0,30.0,11.37,0,0,0,0,0,0
2603000010216,Hermosillo,0.0,65,61.0,58.0,0.0,0.0,,0.0,0.0,0.0,0.99,32.0,29.0,22.0,57.0,10.31,0,0,0,0,0,0
2603000010220,Hermosillo,0.0,4,4.0,3.0,0.0,0.0,0.0,0.0,,0.0,1.4,0.0,,0.0,,8.43,0,0,0,0,0,0
260300001024A,Hermosillo,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000010273,Hermosillo,0.0,3,3.0,3.0,,0.0,0.0,0.0,,0.0,1.38,0.0,,0.0,,5.83,0,0,0,0,0,0
2603000010288,Hermosillo,,9,9.0,7.0,,0.0,0.0,0.0,,0.0,1.32,0.0,,0.0,3.0,8.22,0,0,0,0,0,0
2603000010292,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010305,Hermosillo,4.0,13,13.0,9.0,0.0,0.0,0.0,0.0,,,1.45,,5.0,4.0,9.0,9.05,0,0,0,0,0,0
260300001031A,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010324,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010339,Hermosillo,148.0,412,322.0,173.0,4.0,0.0,0.0,0.0,3.0,0.0,0.91,219.0,224.0,160.0,262.0,13.34,0,0,0,0,0,0
2603000010343,Hermosillo,60.0,831,797.0,723.0,3.0,0.0,0.0,,0.0,0.0,0.76,597.0,659.0,548.0,750.0,13.59,0,0,0,0,0,0
2603000010358,Hermosillo,67.0,204,191.0,123.0,,0.0,0.0,,0.0,0.0,0.98,68.0,83.0,66.0,131.0,11.12,0,0,0,0,0,0
2603000010362,Hermosillo,44.0,170,167.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,122.0,124.0,113.0,124.0,15.17,0,0,1,0,0,0
2603000010377,Hermosillo,,3,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000010381,Hermosillo,18.0,82,82.0,28.0,3.0,0.0,10.0,,3.0,7.0,1.04,5.0,12.0,5.0,17.0,8.51,0,0,0,0,0,0
2603000010396,Hermosillo,86.0,477,455.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,328.0,342.0,281.0,383.0,13.52,0,0,0,0,0,0
2603000010409,Hermosillo,54.0,413,399.0,344.0,,0.0,,3.0,0.0,0.0,1.05,196.0,212.0,115.0,327.0,10.71,2,0,1,0,0,0
2603000010413,Hermosillo,4.0,9,9.0,5.0,3.0,0.0,,,3.0,5.0,1.29,0.0,0.0,0.0,,7.33,0,0,0,0,0,0
2603000010428,Hermosillo,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000010432,Hermosillo,0.0,36,33.0,33.0,0.0,0.0,,0.0,0.0,0.0,1.05,17.0,17.0,6.0,33.0,9.64,0,0,0,0,0,0
2603000010466,Hermosillo,13.0,138,132.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,114.0,120.0,111.0,120.0,15.87,0,0,0,0,0,0
2603000010470,Hermosillo,48.0,468,459.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,321.0,352.0,287.0,407.0,13.5,0,0,0,0,0,0
260300001049A,Hermosillo,56.0,495,492.0,413.0,0.0,3.0,4.0,3.0,,0.0,1.13,105.0,171.0,77.0,377.0,9.33,0,0,0,0,0,0
2603000010502,Hermosillo,54.0,702,698.0,619.0,0.0,0.0,,4.0,0.0,0.0,1.11,400.0,310.0,234.0,581.0,10.26,0,1,0,0,0,0
2603000010517,Hermosillo,54.0,887,884.0,791.0,,0.0,,,0.0,0.0,1.05,500.0,455.0,300.0,763.0,10.3,0,0,0,0,0,0
2603000010521,Hermosillo,125.0,640,631.0,500.0,,0.0,0.0,,0.0,0.0,1.13,177.0,247.0,140.0,467.0,9.79,0,0,0,0,0,0
2603000010536,Hermosillo,3.0,48,48.0,45.0,0.0,0.0,,0.0,0.0,0.0,1.05,27.0,29.0,19.0,43.0,11.53,0,0,0,0,0,0
2603000010540,Hermosillo,6.0,191,165.0,158.0,,0.0,0.0,0.0,0.0,0.0,0.64,179.0,181.0,169.0,184.0,15.62,0,0,1,0,0,0
2603000010555,Hermosillo,108.0,833,812.0,686.0,3.0,0.0,,,3.0,0.0,1.09,397.0,414.0,253.0,685.0,10.46,0,0,0,0,0,0
260300001056A,Hermosillo,61.0,668,626.0,564.0,,,,,0.0,0.0,0.87,388.0,383.0,223.0,587.0,11.17,0,2,0,0,0,0
2603000010574,Hermosillo,57.0,408,394.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,253.0,270.0,193.0,343.0,12.14,0,0,0,0,0,0
2603000010593,Hermosillo,90.0,1458,1397.0,1288.0,,0.0,0.0,4.0,,,1.02,823.0,655.0,412.0,1264.0,9.72,0,0,0,0,0,0
2603000010606,Hermosillo,19.0,201,200.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,130.0,128.0,89.0,165.0,11.78,0,0,0,0,0,0
2603000010610,Hermosillo,122.0,336,327.0,200.0,,0.0,0.0,0.0,0.0,0.0,1.01,172.0,163.0,122.0,203.0,11.72,0,0,0,0,0,0
2603000010625,Hermosillo,6.0,116,116.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,101.0,102.0,95.0,103.0,15.03,0,0,0,0,0,0
260300001063A,Hermosillo,97.0,628,623.0,511.0,6.0,0.0,0.0,0.0,,0.0,1.07,331.0,271.0,190.0,478.0,10.22,0,0,0,0,0,0
2603000010644,Hermosillo,26.0,82,46.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,54.0,55.0,54.0,55.0,15.36,0,0,0,0,0,0
2603000010659,Hermosillo,0.0,26,22.0,22.0,0.0,,0.0,0.0,,0.0,0.57,23.0,25.0,23.0,26.0,14.85,0,0,0,0,0,0
2603000010663,Hermosillo,28.0,204,184.0,136.0,67.0,44.0,7.0,8.0,65.0,31.0,1.69,22.0,60.0,9.0,116.0,7.72,0,0,0,0,0,0
2603000010678,Hermosillo,81.0,369,358.0,268.0,,0.0,0.0,0.0,0.0,0.0,0.85,244.0,245.0,223.0,278.0,13.63,0,0,0,0,0,0
2603000010682,Hermosillo,49.0,60,59.0,10.0,5.0,,9.0,,5.0,5.0,1.25,0.0,,,,7.38,0,0,0,0,0,0
2603000010697,Hermosillo,4.0,88,72.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,82.0,80.0,78.0,84.0,15.75,0,0,0,0,0,0
260300001070A,Hermosillo,21.0,280,215.0,191.0,,0.0,0.0,0.0,,0.0,0.62,246.0,246.0,234.0,256.0,14.71,0,1,0,0,0,0
2603000010714,Hermosillo,50.0,149,146.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.63,97.0,97.0,94.0,98.0,15.41,0,0,0,0,0,0
2603000010729,Hermosillo,38.0,371,367.0,324.0,,0.0,0.0,0.0,,0.0,0.85,243.0,252.0,203.0,326.0,12.75,0,0,0,0,0,0
2603000010733,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010748,Hermosillo,4.0,25,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,18.0,19.0,19.0,21.0,14.0,0,0,0,0,0,0
2603000010752,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010767,Hermosillo,,49,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0
2603000010771,Hermosillo,,24,22.0,18.0,16.0,10.0,15.0,3.0,6.0,14.0,1.21,0.0,11.0,,5.0,5.82,0,0,0,0,0,0
2603000010786,Hermosillo,16.0,67,65.0,44.0,29.0,7.0,5.0,7.0,22.0,9.0,2.02,,15.0,,27.0,7.36,0,0,0,0,0,0
2603000010790,Hermosillo,47.0,578,525.0,438.0,90.0,12.0,3.0,13.0,103.0,55.0,1.42,46.0,155.0,65.0,402.0,8.12,0,3,0,0,0,0
2603000010803,Hermosillo,48.0,400,381.0,309.0,176.0,26.0,12.0,11.0,132.0,86.0,1.68,19.0,86.0,6.0,202.0,7.73,0,0,0,0,0,0
2603000010818,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010837,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010841,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000010894,Hermosillo,14.0,199,198.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,90.0,103.0,69.0,174.0,10.64,0,1,0,0,0,0
2603000010907,Hermosillo,199.0,1173,1163.0,918.0,0.0,0.0,0.0,,0.0,0.0,1.03,632.0,557.0,370.0,898.0,10.82,0,1,0,0,0,0
2603000010911,Hermosillo,10.0,108,108.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,71.0,56.0,39.0,91.0,10.6,0,0,0,0,0,0
2603000010926,Hermosillo,10.0,33,28.0,14.0,10.0,,,0.0,10.0,0.0,1.74,,8.0,,14.0,7.88,0,0,0,0,0,0
2603000010945,Hermosillo,106.0,492,474.0,355.0,3.0,0.0,0.0,0.0,0.0,0.0,0.86,299.0,315.0,266.0,370.0,13.66,0,0,0,0,0,0
260300001095A,Hermosillo,36.0,293,276.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,222.0,221.0,208.0,236.0,14.53,0,0,0,0,0,0
2603000010964,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000011055,Hermosillo,,42,41.0,39.0,29.0,7.0,3.0,6.0,24.0,6.0,1.6,,4.0,,16.0,7.41,0,0,0,0,0,0
260300001106A,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
2603000011074,Hermosillo,40.0,354,331.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,303.0,304.0,297.0,304.0,15.58,0,0,0,0,0,0
2603000011089,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000011093,Hermosillo,,10,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,8.0,8.0,7.0,8.0,14.62,0,0,0,0,0,0
2603000011106,Hermosillo,0.0,31,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,15.0,17.0,8.0,28.0,9.74,0,0,0,0,0,0
2603000011110,Hermosillo,8.0,89,87.0,74.0,21.0,4.0,,,26.0,9.0,1.8,14.0,20.0,6.0,50.0,7.28,0,0,0,0,0,0
2603000011125,Hermosillo,15.0,257,252.0,231.0,,0.0,,,0.0,0.0,1.07,130.0,143.0,82.0,223.0,10.46,0,0,0,0,0,0
260300001113A,Hermosillo,,5,3.0,,,0.0,0.0,0.0,,0.0,0.85,,0.0,,3.0,10.0,0,0,0,0,0,0
2603000011144,Hermosillo,104.0,1063,1051.0,914.0,0.0,0.0,,3.0,0.0,0.0,1.02,632.0,552.0,336.0,891.0,10.69,0,0,0,0,0,0
2603000011159,Hermosillo,8.0,150,114.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,135.0,137.0,121.0,142.0,15.57,0,0,0,0,0,0
2603000011163,Hermosillo,,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000011178,Hermosillo,,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000011197,Hermosillo,5.0,91,90.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,46.0,45.0,25.0,81.0,10.42,0,0,0,0,0,0
260300001120A,Hermosillo,212.0,775,673.0,441.0,,0.0,0.0,0.0,0.0,0.0,0.64,540.0,537.0,506.0,542.0,15.92,0,0,1,0,0,0
2603000011214,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000011233,Hermosillo,,1,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000011248,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000011267,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2603000011271,Hermosillo,,2,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000011286,Hermosillo,0.0,80,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,51.0,57.0,29.0,78.0,10.55,0,0,0,0,0,0
2603000011290,Hermosillo,6.0,78,54.0,32.0,4.0,,,0.0,,3.0,1.22,22.0,31.0,13.0,53.0,9.95,0,0,0,0,0,0
2603000011303,Hermosillo,317.0,1049,975.0,644.0,,0.0,,,0.0,0.0,1.04,448.0,382.0,308.0,687.0,11.03,0,0,0,0,0,0
2603000011318,Hermosillo,49.0,286,257.0,195.0,,0.0,0.0,0.0,0.0,0.0,0.58,222.0,218.0,213.0,223.0,16.09,0,0,0,0,0,0
2603000011322,Hermosillo,,3,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000011360,Hermosillo,0.0,7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,6.0,7.0,6.0,7.0,15.89,0,0,0,0,0,0
2603000011375,Hermosillo,,3,,,,,,,,,,,,,,,0,0,0,0,0,0
2603000011394,Hermosillo,24.0,453,429.0,389.0,,,,,0.0,0.0,1.15,263.0,254.0,141.0,400.0,11.36,0,0,0,0,0,0
2603000011407,Hermosillo,0.0,97,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,56.0,56.0,38.0,95.0,10.59,0,0,0,0,0,0
